File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.34
DateTime::TimeZone::Asia::Ashgabat 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Atyrau   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Baghdad  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Baku     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Bangkok  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Barnaul  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Beirut   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Bishkek  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Brunei   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Chita    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Choibalsan 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Colombo  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Damascus 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Dhaka    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Dili     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Dubai    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Dushanbe 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Famagusta 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Gaza     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Hebron   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Ho_Chi_Minh 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Hong_Kong 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Hovd     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Irkutsk  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Jakarta  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Jayapura 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Jerusalem 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Kabul    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Kamchatka 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Karachi  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Kathmandu 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Khandyga 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Kolkata  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Krasnoyarsk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Kuala_Lumpur 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Kuching  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Macau    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Magadan  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Makassar 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Manila   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Nicosia  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Novokuznetsk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Novosibirsk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Omsk     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Oral     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Pontianak 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Pyongyang 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Qatar    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Qyzylorda 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Riyadh   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Sakhalin 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Samarkand 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Seoul    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Shanghai 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Singapore 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Srednekolymsk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Taipei   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Tashkent 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Tbilisi  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Tehran   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Thimphu  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Tokyo    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Tomsk    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Ulaanbaatar 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Urumqi   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Ust_Nera 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Vladivostok 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Yakutsk  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Yangon   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Yekaterinburg 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Asia::Yerevan  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Azores 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Bermuda 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Canary 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Cape_Verde 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Faroe 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Madeira 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Reykjavik 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::South_Georgia 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Atlantic::Stanley 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Adelaide 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Brisbane 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Broken_Hill 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Currie 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Darwin 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Eucla 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Hobart 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Lindeman 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Lord_Howe 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Melbourne 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Perth 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Australia::Sydney 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Catalog        2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::CET            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::CST6CDT        2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::EET            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::EST            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::EST5EDT        2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Amsterdam 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Andorra 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Astrakhan 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Athens 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Belgrade 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Berlin 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Brussels 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Bucharest 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Budapest 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Chisinau 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Copenhagen 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Dublin 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Gibraltar 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Helsinki 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Istanbul 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Kaliningrad 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Kiev   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Kirov  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Lisbon 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::London 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Luxembourg 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Madrid 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Malta  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Minsk  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Monaco 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Moscow 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Oslo   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Paris  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Prague 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Riga   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Rome   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Samara 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Saratov 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Simferopol 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Sofia  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Stockholm 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Tallinn 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Tirane 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Ulyanovsk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Uzhgorod 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Vienna 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Vilnius 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Volgograd 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Warsaw 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Zaporozhye 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Europe::Zurich 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Floating       2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::HST            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Chagos 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Christmas 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Cocos  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Kerguelen 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Mahe   2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Maldives 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Mauritius 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Indian::Reunion 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Local          2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Local::Android 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Local::Unix    2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Local::VMS     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::MET            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::MST            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::MST7MDT        2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::OffsetOnly     2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::OlsonDB        2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::OlsonDB::Change 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::OlsonDB::Observance 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::OlsonDB::Rule  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::OlsonDB::Zone  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Apia  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Auckland 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Bougainville 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Chatham 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Chuuk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Easter 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Efate 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Enderbury 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Fakaofo 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Fiji  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Funafuti 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Galapagos 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Gambier 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Guadalcanal 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Guam  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Honolulu 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Kiritimati 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Kosrae 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Kwajalein 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Majuro 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Marquesas 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Nauru 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Niue  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Norfolk 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Noumea 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Pago_Pago 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Palau 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Pitcairn 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Pohnpei 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Port_Moresby 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Rarotonga 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Tahiti 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Tarawa 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Tongatapu 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Wake  2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::Pacific::Wallis 2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::PST8PDT        2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::UTC            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::TimeZone::WET            2.21  D/DR/DROLSKY/DateTime-TimeZone-2.21.tar.gz
DateTime::Types                    1.50  D/DR/DROLSKY/DateTime-1.50.tar.gz
DBD::DBM                           0.08  T/TI/TIMB/DBI-1.642.tar.gz
DBD::DBM::db                       0.08  T/TI/TIMB/DBI-1.642.tar.gz
DBD::DBM::dr                       0.08  T/TI/TIMB/DBI-1.642.tar.gz
DBD::DBM::st                       0.08  T/TI/TIMB/DBI-1.642.tar.gz
DBD::DBM::Statement                0.08  T/TI/TIMB/DBI-1.642.tar.gz
DBD::DBM::Table                    0.08  T/TI/TIMB/DBI-1.642.tar.gz
DBD::ExampleP                  12.014311  T/TI/TIMB/DBI-1.642.tar.gz
DBD::ExampleP::db              12.014311  T/TI/TIMB/DBI-1.642.tar.gz
DBD::ExampleP::dr              12.014311  T/TI/TIMB/DBI-1.642.tar.gz
DBD::ExampleP::st              12.014311  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File                          0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::DataSource::File        0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::DataSource::Stream      0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::db                      0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::dr                      0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::st                      0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::Statement               0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::Table                   0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::File::TableSource::FileSystem 0.44  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer                     0.015327  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::db                 0.015327  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::dr                 0.015327  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Policy::Base       0.010088  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Policy::classic    0.010088  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Policy::pedantic   0.010088  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Policy::rush       0.010088  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::st                 0.015327  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Transport::Base    0.014121  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Transport::corostream undef  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Transport::null    0.010088  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Transport::pipeone 0.010088  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Gofer::Transport::stream  0.014599  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem                          0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem::DataSource              0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem::db                      0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem::dr                      0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem::st                      0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem::Statement               0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Mem::Table                   0.001  T/TI/TIMB/DBI-1.642.tar.gz
DBD::NullP                     12.014715  T/TI/TIMB/DBI-1.642.tar.gz
DBD::NullP::db                 12.014715  T/TI/TIMB/DBI-1.642.tar.gz
DBD::NullP::dr                 12.014715  T/TI/TIMB/DBI-1.642.tar.gz
DBD::NullP::st                 12.014715  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Proxy                       0.2004  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Proxy::db                   0.2004  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Proxy::dr                   0.2004  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Proxy::RPC::PlClient        0.2004  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Proxy::st                   0.2004  T/TI/TIMB/DBI-1.642.tar.gz
